1.134399866543869894e-16
2.372514629097541572e-01
7.086559837007863072e-01
9.999999999999988898e-01
9.999999999999990008e-01
9.999999999999993339e-01
9.999999999999997780e-01
9.999999999999998890e-01
1.000000000000000222e+00
1.000000000000000444e+00
1.000000000000000666e+00
1.291344016299214692e+00
1.762748537090245815e+00
2.000000000000000444e+00
